"","book","chapter","chapter_number","chapter_cn","word"
"685","mozi","on-ghosts-i",29,"Invalid <a href=""https://ctext.org/tools/api#urn"">URN</a>.","ERR_INVALID_URN"
"686","mozi","on-ghosts-ii",30,"Invalid <a href=""https://ctext.org/tools/api#urn"">URN</a>.","ERR_INVALID_URN"
"687","mozi","on-ghosts-iii",31,"明鬼下","子墨子言曰：「逮至昔三代聖王既沒，天下失義，諸侯力正，是以存夫為人君臣上下者之不惠忠也，父子弟兄之不慈孝弟長貞良也，正長之不強於聽治，賤人之不強於從事也，民之為淫暴寇盜賊，以兵刃毒藥水火，退無罪人乎道路率徑，奪人車馬衣裘以自利者並作，由此始，是以天下亂。此其故何以然也？則皆以疑惑鬼神之有與無之別，不明乎鬼神之能賞賢而罰暴也。今若使天下之人，偕若信鬼神之能賞賢而罰暴也，則夫天下豈亂哉！」"
"688","mozi","on-ghosts-iii",31,"明鬼下","今執無鬼者曰：「鬼神者，固無有。」旦暮以為教誨乎天下，之疑天下之眾，使天下之眾皆疑惑乎鬼神有無之別，是以天下亂。是故子墨子曰：「今天下之王公大人士君子，實將欲求興天下之利，除天下之害，故當鬼神之有與無之別，以為將不可以明察此者也。既以鬼神有無之別，以為不可不察已。」"
"689","mozi","on-ghosts-iii",31,"明鬼下","然則吾為明察此，其說將柰何而可？子墨子曰：「是與天下之所以察知有與無之道者，必以眾之耳目之實知有與亡為儀者也，請惑聞之見之，則必以為有。若是，何不嘗入一鄉一里而問之，自古以及今，生民以來者，亦有嘗見鬼神之物，聞鬼神之聲，則鬼神何謂無乎？若莫聞莫見，則鬼神可謂有乎？」"
"690","mozi","on-ghosts-iii",31,"明鬼下","今執無鬼者言曰：「夫天下之為聞見鬼神之物者，不可勝計也，亦孰為聞見鬼神有無之物哉？」子墨子曰：「若以眾之所同見，與眾之所同聞，則若昔者杜伯是也。周宣王殺其臣杜伯而不辜，杜伯曰：『吾君殺我而不辜，若以死者為無知則止矣；若死而有知，不出三年，必使吾君知之。』其三年，周宣王合諸侯而田於圃，田車數百乘，從數千，人滿野。日中，杜伯乘白馬素車，朱衣冠，執朱弓，挾朱矢，追周宣王，射之車上，中心折脊，殪車中，伏弢而死。當是之時，周人從者莫不見，遠者莫不聞，著在周之《春秋》。為君者以教其臣，為父者以䜘其子，曰：『戒之慎之！凡殺不辜者，其得不祥，鬼神之誅，若此之憯遫！以若書之說觀之，則鬼神之有，豈可疑哉？"
"691","mozi","on-ghosts-iii",31,"明鬼下","非惟若書之說為然，昔者鄭穆公，當晝日中處乎廟，有神入門而左，鳥身，素服三絕，面狀正方。鄭穆公見之，乃恐懼奔，帝享女明德，使予錫女壽十年有九，使若國家蕃昌，子孫茂，毋失。鄭穆公再拜稽首曰：『敢問神？』曰：『予為句芒。』若以鄭穆公之所身見為儀，則鬼神之有，豈可疑哉？"
"692","mozi","on-ghosts-iii",31,"明鬼下","非惟若書之說為然也，昔者，燕簡公殺其臣莊子儀而不辜，莊子儀曰：『吾君王殺我而不辜，死人毋知亦已，死人有知，不出三年，必使吾君知之』。期年，燕將馳祖，燕之有祖，當齊之社稷，宋之有桑林，楚之有雲夢也，此男女之所屬而觀也。日中，燕簡公方將馳於祖塗，莊子儀荷朱杖而擊之，殪之車上。當是時，燕人從者莫不見，遠者莫不聞，著在燕之春秋。諸侯傳而語之曰『凡殺不辜者，其得不祥，鬼神之誅，若此其憯遫也！』以若書之說觀之，則鬼神之有，豈可疑哉？"
"693","mozi","on-ghosts-iii",31,"明鬼下","非惟若書之說為然也，昔者，宋文君鮑之時，有臣曰𥙐觀辜，固嘗從事於厲，祩子杖揖出與言曰：『觀辜是何珪璧之不滿度量？酒醴粢盛之不淨潔也？犧牲之不全肥？春秋冬夏「選」失時？豈女為之與？意鮑為之與？』觀辜曰：『鮑幼弱在荷繈之中，鮑何與識焉。官臣觀辜特為之』。祩子舉揖而槁之，殪之壇上。當是，宋人從者莫不見，遠者莫不聞，著在宋之春秋。諸侯傳而語之曰：『諸不敬慎祭祀者，鬼神之誅，至若此其憯遫！』以若書之說觀之，鬼神之有，豈可疑哉？"
"694","mozi","on-ghosts-iii",31,"明鬼下","非惟若書之說為然也。昔者，齊莊君之有所謂王里國、中里徼者，此二子者，訟三年而獄不斷。齊君由謙殺之恐不辜，猶謙釋之。恐失有罪，乃使之人共一羊，盟齊之神社，二子許諾。於是泏洫𢵣羊而漉其血，讀王里國之辭既已終矣，讀中里徼之辭未半也，羊起而觸之，折其腳，祧神之而槁之，殪之盟所。當是時，齊人從者莫不見，遠者莫不聞，著在齊之春秋。諸侯傳而語之曰：『請品先不以其請者，鬼神之誅，至若此其憯遫也。』以若書之說觀之，鬼神之有，豈可疑哉？」"
"695","mozi","on-ghosts-iii",31,"明鬼下","是故子墨子言曰：「雖有深谿博林，幽澗毋人之所，施行不可以不董，見有鬼神視之」。"
"696","mozi","on-ghosts-iii",31,"明鬼下","今執無鬼者曰：「夫眾人耳目之請，豈足以斷疑哉？柰何其欲為高君子於天下，而有復信眾之耳目之請哉？」子曰：若以眾之耳目之請，以為不足信也，不以斷疑。不識若昔者三代聖王堯舜禹湯文武者，足以為法乎？故於此乎，自中人以上皆曰：若昔者三代聖王，足以為法矣。若苟昔者三代聖王足以為法，然則姑嘗上觀聖王之事。昔者，武王之攻殷誅紂也，使諸侯分其祭曰：『使親者受內祀，疏者受外祀。』故武王必以鬼神為有，是故攻殷伐紂，使諸侯分其祭。若鬼神無有，則武王何祭分哉？"
"697","mozi","on-ghosts-iii",31,"明鬼下","非惟武王之事為然也，故聖王其賞也必於祖，其僇也必於社。賞於祖者何也？告分之均也；僇於社者何也？告聽之中也。非惟若書之說為然也，且惟昔者虞夏、商、周三代之聖王，其始建國營都日，必擇國之正壇，置以為宗廟；必擇木之脩茂者，立以為菆位；必擇國之父兄慈孝貞良者，以為祝宗；必擇六畜之勝腯肥倅，毛以為犧牲；珪璧琮璜，稱財為度；必擇五穀之芳黃，以為酒醴粢盛，故酒醴粢盛，與歲上下也。故古聖王治天下也，故必先鬼神而後人者此也。故曰官府選效，必先祭器祭服，畢藏於府，祝宗有司，畢立於朝，犧牲不與昔聚群。故古者聖王之為政若此。"
"698","mozi","on-ghosts-iii",31,"明鬼下","古者聖王必以鬼神為，其務鬼神厚矣，又恐後世子孫不能知也，故書之竹帛，傳遺後世子孫；咸恐其腐蠹絕滅，後世子孫不得而記，故琢之盤盂，鏤之金石，以重之；有恐後世子孫不能敬莙以取羊，故先王之書，聖人一尺之帛，一篇之書，語數鬼神之有也，重有重之。此其故何？則聖王務之。今執無鬼者曰：『鬼神者，固無有。』則此反聖王之務。反聖王之務，則非所以為君子之道也！」"
"699","mozi","on-ghosts-iii",31,"明鬼下","今執無鬼者之言曰：「先王之書，慎無一尺之帛，一篇之書，語數鬼神之有，重有重，亦何書之亦何書有之哉？」子墨子曰：「《周書》、《大雅》有之，《大雅》曰：『文王在上，於昭于天，周雖舊邦，其命維新。有周不顯，帝命不時。文王陟降，在帝左右。穆穆文王，令問不已』。若鬼神無有，則文王既死，彼豈能在帝之左右哉？此吾所以知《周書》之鬼也。"
"700","mozi","on-ghosts-iii",31,"明鬼下","且《周書》獨鬼，而《商書》不鬼，則未足以為法也。然則姑嘗上觀乎商書，曰：『嗚呼！古者有夏，方未有禍之時，百獸貞蟲，允及飛鳥，莫不比方。矧隹人面，胡敢異心？山川鬼神，亦莫敢不寧。若能共允，隹天下之合，下土之葆』。察山川鬼神之所以莫敢不寧者，以佐謀禹也。此吾所以知商書之鬼也。"
"701","mozi","on-ghosts-iii",31,"明鬼下","且商書獨鬼，而夏書不鬼，則未足以為法也。然則姑嘗上觀乎夏書禹誓曰：『大戰于甘，王乃命左右六人，下聽誓于中軍，曰：「有扈氏威侮五行，怠棄三正，天用劋絕其命。」有曰：「日中。今予與有扈氏爭一日之命。且爾卿大夫庶人，予非爾田野葆士之欲也，予共行天之罰也。左不共于左，右不共于右，若不共命，御非爾馬之政，若不共命」』。是以賞于祖而僇于社。賞于祖者何也？言分命之均也。僇于社者何也？言聽獄之事也。故古聖王必以鬼神為賞賢而罰暴，是故賞必於祖而僇必於社。此吾所以知夏書之鬼也。故尚者夏書，其次商周之書，語數鬼神之有也，重有重之，此其故何也？則聖王務之。以若書之說觀之，則鬼神之有，豈可疑哉？於古曰：『吉日丁卯，周代祝社方，歲於社考，以延年壽』。若無鬼神，彼豈有所延年壽哉！」"
"702","mozi","on-ghosts-iii",31,"明鬼下","是故子墨子曰：「嘗若鬼神之能賞賢如罰暴也。蓋本施之國家，施之萬民，實所以治國家利萬民之道也。若以為不然，是以吏治官府之不絜廉，男女之為無別者，鬼神見之；民之為淫暴寇亂盜賊，以兵刃毒藥水火，退無罪人乎道路，奪人車馬衣裘以自利者，有鬼神見之。是以吏治官府，不敢不絜廉，見善不敢不賞，見暴不敢不罪。民之為淫暴寇亂盜賊，以兵刃毒藥水火，退無罪人乎道路，奪車馬衣裘以自利者，由此止。是以莫放幽閒，擬乎鬼神之明顯，明有一人畏上誅罰，是以天下治。"
"703","mozi","on-ghosts-iii",31,"明鬼下","故鬼神之明，不可為幽閒廣澤，山林深谷，鬼神之明必知之。鬼神之罰，不可富貴眾強，勇力強武，堅甲利兵，鬼神之罰必勝之。若以為不然，昔者夏王桀，貴為天子，富有天下，上詬天侮鬼，下殃傲天下之萬民，祥上帝伐元山帝行，故於此乎，天乃使湯至明罰焉。湯以車九兩，鳥陳鴈行，湯乘大贊，犯遂夏眾，入之郊逐，王乎禽推哆大戲。故昔夏王桀，貴為天子，富有天下，有勇之推哆大戲，生列兕虎，指畫殺人，人民之眾兆億，侯盈厥澤陵，然不能以此圉鬼神之誅。此吾所謂鬼神之罰，不可為富貴眾強、勇力強武、堅甲利兵者，此也。"
"704","mozi","on-ghosts-iii",31,"明鬼下","且不惟此為然。昔者殷王紂，貴為天子，富有天下，上詬天侮鬼，下殃傲天下之萬民，播棄黎老，賊誅孩子，楚毒無罪，刲剔孕婦，庶舊鰥寡，號咷無告也。故於此乎，天乃使武王至明罰焉。武王以擇車百兩，虎賁之卒四百人，先庶國節窺戎，與殷人戰乎牧之野，王乎禽費中、惡來，眾畔百走。武王逐奔入宮，萬年梓株折紂而繫之赤環，載之白旗，以為天下諸侯僇。故昔者殷王紂，貴為天子，富有天下，有勇力之人費中、惡來、崇侯虎指寡殺人，人民之眾兆億，侯盈厥澤陵，然不能以此圉鬼神之誅。此吾所謂鬼神之罰，不可為富貴眾強、勇力強武、堅甲利兵者，此也。且禽艾之道之曰：『得璣無小，滅宗無大』。則此言鬼神之所賞，無小必賞之；鬼神之所罰，無大必罰之」。"
"705","mozi","on-ghosts-iii",31,"明鬼下","今執無鬼者曰：「意不忠親之利，而害為孝子乎？」子墨子曰：「古之今之為鬼，非他也，有天鬼，亦有山水鬼神者，亦有人死而為鬼者。今有子先其父死，弟先其兄死者矣，意雖使然，然而天下之陳物曰『先生者先死』，若是，則先死者非父則母，非兄而姒也。今絜為酒醴粢盛，以敬慎祭祀，若使鬼神請有，是得其父母姒兄而飲食之也，豈非厚利哉？若使鬼神請亡，是乃費其所為酒醴粢盛之財耳。自夫費之，特注之汙壑而棄之也，內者宗族，外者鄉里，皆得如具飲食之。雖使鬼神請亡，此猶可以合驩聚眾，取親於鄉里。」今執無鬼者言曰：「鬼神者固請無有，是以不共其酒醴粢盛犧牲之財。吾非乃今愛其酒醴粢盛犧牲之財乎？其所得者臣將何哉？」此上逆聖王之書，內逆民人孝子之行，而為上士於天下，此非所以為上士道。是故子墨子曰：「今吾為祭祀也，非直注之汙壑而棄之也，上以交鬼之福，下以合驩聚眾，取親乎鄉里。若神有，則是得吾父母弟兄而食之也。則此豈非天下利事也哉！」"
"706","mozi","on-ghosts-iii",31,"明鬼下","是故子墨子曰：「今天下之王公大人士君子，中實將欲求興天下之利，除天下之害，當若鬼神之有也，將不可不尊明也，聖王之道也」。"
"707","mozi","condemnation-of-music-i",32,"非樂上","子墨子言曰：「仁之事者，必務求興天下之利，除天下之害，將以為法乎天下。利人乎，即為；不利人乎，即止。且夫仁者之為天下度也，非為其目之所美，耳之所樂，口之所甘，身體之所安，以此虧奪民衣食之財，仁者弗為也。」是故子墨子之所以非樂者，非以大鍾、鳴鼓、琴瑟、竽笙之聲，以為不樂也；非以刻鏤華文章之色，以為不美也；非以犓豢煎炙之味，以為不甘也；非以高臺厚榭邃野之居，以為不安也。雖身知其安也，口知其甘也，目知其美也，耳知其樂也，然上考之不中聖王之事，下度之不中萬民之利。是故子墨子曰：「為樂，非也。」"
"708","mozi","condemnation-of-music-i",32,"非樂上","今王公大人，雖無造為樂器，以為事乎國家，非直掊潦水折壤坦而為之也，將必厚措斂乎萬民，以為大鍾、鳴鼓、琴瑟、竽笙之聲。古者聖王亦嘗厚措斂乎萬民，以為舟車，既以成矣，曰：『吾將惡許用之？曰：舟用之水，車用之陸，君子息其足焉，小人休其肩背焉。』故萬民出財齎而予之，不敢以為慼恨者，何也？以其反中民之利也。然則樂器反中民之利亦若此，即我弗敢非也。然則當用樂器譬之若聖王之為舟車也，即我弗敢非也。民有三患：飢者不得食，寒者不得衣，勞者不得息，三者民之巨患也。然即當為之撞巨鍾、擊鳴鼓、彈琴瑟、吹竽笙而揚干戚，民衣食之財將安可得乎？即我以為未必然也。意舍此。今有大國即攻小國，有大家即伐小家，強劫弱，眾暴寡，詐欺愚，貴傲賤，寇亂盜賊並興，不可禁止也。然即當為之撞巨鍾、擊鳴鼓、彈琴瑟、吹竽笙而揚干戚，天下之亂也，將安可得而治與？即我未必然也。」是故子墨子曰：「姑嘗厚措斂乎萬民，以為大鍾、鳴鼓、琴瑟、竽笙之聲，以求興天下之利，除天下之害而無補也。」是故子墨子曰：「為樂，非也。」"
"709","mozi","condemnation-of-music-i",32,"非樂上","今王公大人，唯毋處高臺厚榭之上而視之，鍾猶是延鼎也，弗撞擊將何樂得焉哉？其說將必撞擊之，惟勿撞擊，將必不使老與遲者，老與遲者耳目不聰明，股肱不畢強，聲不和調，明不轉朴。將必使當年，因其耳目之聰明，股肱之畢強，聲之和調，眉之轉朴。使丈夫為之，廢丈夫耕稼樹藝之時，使婦人為之，廢婦人紡績織紝之事。今王公大人唯毋為樂，虧奪民衣食之財，以拊樂如此多也。」是故子墨子曰：「為樂，非也。」"
"710","mozi","condemnation-of-music-i",32,"非樂上","今大鍾、鳴鼓、琴瑟、竽笙之聲既已具矣，大人鏽然奏而獨聽之，將何樂得焉哉？其說將必與賤人不與君子。聽之，廢君子聽治；與賤人聽之，廢賤人之從事。今王公大人惟毋為樂，虧奪民之衣食之財，以拊樂如此多也。」是故子墨子曰：「為樂，非也。」"
"711","mozi","condemnation-of-music-i",32,"非樂上","昔者齊康公興樂萬，萬人不可衣短褐，不可食糠糟，曰食飲不美，面目顏色不足視也；衣服不美，身體從容醜羸，不足觀也。是以食必粱肉，衣必文繡，此掌不從事乎衣食之財，而掌食乎人者也。」是故子墨子曰：「今王公大人惟毋為，虧奪民衣食之財，以拊樂如此多也。」是故子墨子曰：「為樂，非也。」"
"712","mozi","condemnation-of-music-i",32,"非樂上","今人固與禽獸麋鹿、蜚鳥、貞蟲異者也，今之禽獸麋鹿、蜚鳥、貞蟲，因其羽毛以為衣裘，因其蹄蚤以為褲屨，因其水草以為飲食。故唯使雄不耕稼樹藝，雌亦不紡績織紝，衣食之財固已具矣。今人與此異者也，賴其力者生，不賴其力者不生。君子不強聽治，即刑政亂；賤人不強從事，即財用不足。今天下之士君子，以吾言不然，然即姑嘗數天下分事，而觀樂之害。王公大人蚤朝晏退，聽獄治政，此其分事也；士君子竭股肱之力，亶其思慮之智，內治官府，外收斂關市、山林、澤梁之利，以實倉廩府庫，此其分事也；農夫蚤出暮入，耕稼樹藝，多聚叔粟，此其分事也；婦人夙興夜寐，紡績織紝，多治麻絲葛緒綑布縿，此其分事也。今惟毋在乎王公大人說樂而聽之，即必不能蚤朝晏退，聽獄治政，是故國家亂而社稷危矣。今惟毋在乎士君子說樂而聽之，即必不能竭股肱之力，亶其思慮之智，內治官府，外收斂關市、山林、澤梁之利，以實倉廩府庫，是故倉廩府庫不實。今惟毋在乎農夫說樂而聽之，即必不能蚤出暮入，耕稼樹藝，多聚升粟，是故。今惟毋在乎婦人說樂而聽之，即不必夙興夜寐，紡績織紝，多治麻絲葛緒綑布縿，是故布縿不興。曰：孰為大人之聽治而廢國家之從事？曰：樂也。」是故子墨子曰：「為樂，非也。」"
"713","mozi","condemnation-of-music-i",32,"非樂上","何以知其然也？曰先王之書，湯之官刑有之曰：「其恆舞于宮，是謂巫風。其刑君子出絲二衛，小人否，似二伯黃徑。」乃言曰：『嗚乎！舞佯佯，黃言孔章，上帝弗常，九有以亡，上帝不順，降之日𦍙，其家必懷喪。』察九有之所以亡者，徒從飾樂也。於武觀曰：『啟乃淫溢康樂，野于飲食，將將銘莧磬以力，湛濁于酒，渝食于野，萬舞翼翼，章聞于大，天用弗式。』故上者天鬼弗戒，下者萬民弗利。」"
"714","mozi","condemnation-of-music-i",32,"非樂上","是故子墨子曰：「今天下士君子，請將欲求興天下之利，除天下之害，當在樂之為物，將不可不禁而止也。」"
"715","mozi","condemnation-of-music-ii",33,"Invalid <a href=""https://ctext.org/tools/api#urn"">URN</a>.","ERR_INVALID_URN"
"716","mozi","condemnation-of-music-iii",34,"Invalid <a href=""https://ctext.org/tools/api#urn"">URN</a>.","ERR_INVALID_URN"
"717","mozi","anti-fatalism-i",35,"非命上","子墨子言曰：「古者王公大人，為政國家者，皆欲國家之富，人民之眾，刑政之治。然而不得富而得貧，不得眾而得寡，不得治而得亂，則是本失其所欲，得其所惡，是故何也？」子墨子言曰：「執有命者以集於民閒者眾。執有命者之言曰：『命富則富，命貧則貧；命眾則眾，命寡則寡；命治則治，命亂則亂；命壽則壽，命夭則夭；命雖強勁，何益哉？』以上說王公大人，下以駔百姓之從事，故執有命者不仁。故當執有命者之言，不可不明辨。」"
"718","mozi","anti-fatalism-i",35,"非命上","然則明辨此之說將柰何哉？子墨子言曰：「必立儀，言而毋儀，譬猶運鈞之上而立朝夕者也，是非利害之辨，不可得而明知也。故言必有三表。」何謂三表？子墨子言曰：「有本之者，有原之者，有用之者。於何本之？上本之於古者聖王之事。於何原之？下原察百姓耳目之實。於何用之？廢以為刑政，觀其中國家百姓人民之利。此所謂言有三表也。"
"719","mozi","anti-fatalism-i",35,"非命上","然而今天下之士君子，或以命為有。蓋嘗尚觀於聖王之事，古者桀之所亂，湯受而治之；紂之所亂，武王受而治之。此世未易民未渝，在於桀紂，則天下亂；在於湯武，則天下治，豈可謂有命哉！"
"720","mozi","anti-fatalism-i",35,"非命上","然而今天下之士君子，或以命為有。蓋嘗尚觀於先王之書，先王之書，所出國家，布施百姓，憲也。先王之憲，亦嘗有曰『福不可請，而禍不可諱，敬無益，暴無傷』者乎？所以聽獄制罪者，刑也。先王之刑亦嘗有曰『福不可請，禍不可諱，敬無益，暴無傷』者乎？所以整設師旅，進退師徒者，誓也。先王之誓亦嘗有曰：『福不可請，禍不可諱，敬無益，暴無傷』者乎？」是故子墨子言曰：「吾當未鹽數，天下之良書不可盡計數，大方論數，而五者是也。今雖毋求執有命者之言，不必得，不亦可錯乎？今用執有命者之言，是覆天下之義，覆天下之義者，是立命者也，百姓之誶也。說百姓之誶者，是滅天下之人也」。然則所為欲義在上者，何也？曰：「義人在上，天下必治，上帝山川鬼神，必有幹主，萬民被其大利。」何以知之？子墨子曰：「古者湯封於亳，絕長繼短，方地百里，與其百姓兼相愛，交相利，移則分。率其百姓，以上尊天事鬼，是以天鬼富之，諸侯與之，百姓親之，賢士歸之，未歿其世，而王天下，政諸侯。昔者文王封於岐周，「絕長繼短，方地百里，與其百姓兼相愛、交相利，則，是以近者安其政，遠者歸其德。聞文王者，皆起而趨之。罷不肖股肱不利者，處而願之曰：『柰何乎使文王之地及我，吾則吾利，豈不亦猶文王之民也哉。』是以天鬼富之，諸侯與之，百姓親之，賢士歸之，未歿其世，而王天下，政諸侯。鄉者言曰：義人在上，天下必治，上帝山川鬼神，必有幹主，萬民被其大利。吾用此知之。"
"721","mozi","anti-fatalism-i",35,"非命上","是故古之聖王發憲出令，設以為賞罰以勸賢，是以入則孝慈於親戚，出則弟長於鄉里，坐處有度，出入有節，男女有辨。是故使治官府，則不盜竊，守城則不崩叛，君有難則死，出亡則送。此上之所賞，而百姓之所譽也。執有命者之言曰：『上之所賞，命固且賞，非賢故賞也。上之所罰，命固且罰，不暴故罰也。』是故入則不慈孝於親戚，出則不弟長於鄉里，坐處不度，出入無節，男女無辨。是故治官府則盜竊，守城則崩叛，君有難則不死，出亡則不送。此上之所罰，百姓之所非毀也。執有命者言曰：『上之所罰，命固且罰，不暴故罰也。上之所賞，命固且賞，非賢故賞也。』以此為君則不義，為臣則不忠，為父則不慈，為子則不孝，為兄則不良，為弟則不弟，而強執此者，此特凶言之所自生，而暴人之道昔。"
"722","mozi","anti-fatalism-i",35,"非命上","然則何以知命之為暴人之道？昔上世之窮民，貪於飲食，惰於從事，是以衣之財不足，而飢寒凍餒之憂至，不知曰『我罷不肖，從事不疾』，必曰『我命固且貧』。昔上世暴王不忍其耳目之淫，心涂之辟，不順其親戚，遂以亡失國家，傾覆社稷，不知曰『我罷不肖，為政不善』，必曰『吾命固失之。』於仲虺之告曰：『我聞于夏人，矯天命布命于下，帝伐之惡，龔喪厥師。』此言湯之所以非桀之執有命也。於太誓曰：『紂夷處，不用事上帝鬼神，禍厥先神禔不祀，乃曰吾民有命，無廖排漏，天亦縱棄之而弗葆。』此言武王所以非紂執有命也。今用執有命者之言，則上不聽治，下不從事。上不聽治，則刑政亂；下不從事，則財用不足，上無以供粢盛酒醴，祭祀上帝鬼神，降綏天下賢可之士，外無以應待諸侯之賓客，內無以食飢衣寒，將養老弱。故命上不利於天，中不利於鬼，下不利於人，而強執此者，此特凶言之所自生，而暴人之道也。」"
"723","mozi","anti-fatalism-i",35,"非命上","是故子墨子言曰：「今天下之士君子，忠實欲天下之富而惡其貧，欲天下之治而惡其亂，執有命者之言，不可不非，此天下之大害也。」"
"724","mozi","anti-fatalism-ii",36,"非命中","子墨子言曰：「凡出言談，由文學之為道也，則不可而不先立義法。若言而無義，譬猶立朝夕於員鈞之上也，則雖有巧工，必不能得正焉。然今天下之情偽，未可得而識也，故使言有三法。三法者何也？有本之者，有原之者，有用之者。於其本之也，考之天鬼之志，聖王之事；於其原之也，徵以先王之書；用之柰何，發而為刑。此言之三法也。"
"725","mozi","anti-fatalism-ii",36,"非命中","今天下之士君子或以命為亡，我所以知命之有與亡者，以眾人耳目之情，知有與亡。有聞之，有見之，謂之有；莫之聞，莫之見，謂之亡。然胡嘗考之百姓之情？自古以及今，生民以來者，亦嘗見命之物，聞命之聲者乎？則未嘗有也。若以百姓為愚不肖，耳目之情不足因而為法，然則胡不嘗考之諸侯之傳言流語乎？自古以及今，生民以來者，亦嘗有聞命之聲，見命之體者乎？則未嘗有也。然胡不嘗考之聖王之事？古之聖王，舉孝子而勸之事親，尊賢良而勸之為善，發憲布令以教誨，賞罰以勸沮。若此，則亂者可使治，而危者可使安矣。若以為不然，昔者，桀之所亂，湯治之；紂之所亂，武王治之。此世不渝而民不改，上變政而民易教，其在湯武則治，其在桀紂則亂，安危治亂，在上之發政也，則豈可謂有命哉！夫曰有命云者亦不然矣。"
"726","mozi","anti-fatalism-ii",36,"非命中","今夫有命者言曰：『我非作之後世也，自昔三代有若言以傳流矣。今故先生對之？』曰：夫有命者，不志昔也三代之聖善人與？意亡昔三代之暴不肖人也？何以知之？初之列士桀大夫，慎言知行，此上有以規諫其君長，下有以教順其百姓，故上有以規諫其君長，下有以教順其百姓，故上得其君長之賞，下得其百姓之譽。列士桀大夫聲聞不廢，流傳至今，而天下皆曰其力也。"
"727","mozi","anti-fatalism-ii",36,"非命中","不顧其國家百姓之政。繁為無用，暴逆百姓，使下不親其上，是故國為虛厲，身在刑僇之中，必不能曰我見命焉。是故昔者三代之暴王，不繆其耳目之淫，不慎其心志之辟，外之敺騁田獵畢弋，內沈於酒樂，『而罷不肖，我為刑政不善』，必曰：『我命故且亡。』雖昔也三代之窮民，亦由此也。內之不能善事其親戚，外不能善事其君長，惡恭儉而好簡易，貪飲食而惰從事，衣食之財不足，使身至有饑寒凍餒之憂，必不能曰：『我罷不肖，我從事不疾』，必曰：『我命固且窮。』雖昔也三代之偽民，亦猶此也。繁飾有命，以教眾愚樸人久矣。聖王之患此也，故書之竹帛，琢之金石，於先王之書仲虺之告曰：『我聞有夏，人矯天命，布命于下，帝式是惡，用闕師。』此語夏王桀之執有命也，湯與仲虺共非之。先王之書太誓之言然曰：『紂夷之居，而不用事上帝，棄闕其先神而不祀也，曰：「我民有命，毋僇其務。」天不亦棄縱而不葆。』此言紂之執有命也，武王以太誓非也。有於三代不國有之曰：『女毋崇天之有命也。』命三不國亦言命之無也。於召公之執令於然，且：「『敬哉！無天命，惟予二人，而無造言，不自降天之哉得之。』在於商、夏之詩書曰：『命者暴王作之。』且今天下之士君子，將欲辯是非利害之故，當天有命者，不可不疾非也。」執有命者，此天下之厚害也，是故子墨子非也。"
"728","mozi","anti-fatalism-iii",37,"非命下","子墨子言曰：「凡出言談，則必可而不先立儀而言。若不先立儀而言，譬之猶運鈞之上而立朝夕焉也。我以為雖有朝夕之辯，必將終未可得而從定也。是故言有三法。何謂三法？曰：有考之者，原之者，有用之者。惡乎考之？考先聖大王之事。惡乎原之？察眾之耳目之請？惡乎用之？發而為政乎國，察萬民而觀之。此謂三法也。"
"729","mozi","anti-fatalism-iii",37,"非命下","故昔者三代聖王禹湯文武方為政乎天下之時，曰：必務舉孝子而勸之事親，尊賢良之人而教之為善。是故出政施教，賞善罰暴。且以為若此，則天下之亂也，將屬可得而治也，社稷之危也，將屬可得而定也。若以為不然，昔桀之所亂，湯治之；紂之所亂，武王治之。當此之時，世不渝而民不易，上變政而民改俗。存乎桀紂而天下亂，存乎湯武而天下治。天下之治也，湯武之力也；天下之亂也，桀紂之罪也。若以此觀之，夫安危治亂存乎上之為政也，則夫豈可謂有命哉！故昔者禹湯文武方為政乎天下之時，曰『必使飢者得食，寒者得衣，勞者得息，亂者得治』，遂得光譽令問於天下。夫豈可以為命哉？故以為其力也！今賢良之人，尊賢而好功道術，故上得其王公大人之賞，下得其萬民之譽，遂得光譽令問於天下。亦豈以為其命哉？又以為力也！然今夫有命者，不識昔也三代之聖善人與，意亡昔三代之暴不肖人與？若以說觀之，則必非昔三代聖善人也，必暴不肖人也。然今以命為有者，昔三代暴王桀紂幽厲，貴為天子，富有天下，於此乎，不而矯其耳目之欲，而從其心意之辟，外之敺騁、田獵、畢弋，內湛於酒樂，而不顧其國家百姓之政，繁為無用，暴逆百姓，遂失其宗廟。其言不曰『吾罷不肖，吾聽治不強』，必曰『吾命固將失之』。雖昔也三代罷不肖之民，亦猶此也。不能善事親戚君長，甚惡恭儉而好簡易，貪飲食而惰從事，衣食之財不足，是以身有陷乎飢寒凍餒之憂。其言不曰『吾罷不肖，吾從事不強』，又曰『吾命固將窮。』昔三代偽民亦猶此也。"
